시도,시군구,도로형태_대분류,도로형태,사고건수,사망자수,중상자수,경상자수,부상신고자수
경북,울진군,교차로,교차로부근,22,1,15,19,0
경북,울진군,기타,기타,7,0,7,0,0
경북,울릉군,단일로,터널안,2,0,1,2,0
경북,울릉군,단일로,기타단일로,10,0,18,23,12
경북,울릉군,교차로,교차로내,3,0,0,2,1
경북,울릉군,교차로,교차로부근,1,0,0,1,0
경북,울릉군,기타,기타,2,0,0,2,0
경북,경산시,단일로,터널안,1,0,1,1,0
경북,경산시,단일로,교량위,5,1,1,4,0
경북,경산시,단일로,고가도로위,1,0,1,0,0
경북,경산시,단일로,지하차도(도로)내,41,2,9,46,0
경북,경산시,단일로,기타단일로,559,8,180,538,35
경북,경산시,교차로,교차로내,400,5,135,393,27
경북,경산시,교차로,교차로횡단보도내,55,2,28,30,2
경북,경산시,교차로,교차로부근,156,3,40,185,7
경북,경산시,기타,기타,20,1,1,17,1
경북,경산시,불명,불명,1,0,0,1,0
경남,진주시,단일로,교량위,2,0,1,2,0
경남,진주시,단일로,지하차도(도로)내,1,0,0,2,0
경남,진주시,단일로,기타단일로,406,16,237,254,16
경남,진주시,교차로,교차로내,286,7,165,220,7
경남,진주시,교차로,교차로횡단보도내,55,3,37,14,3
경남,진주시,교차로,교차로부근,83,2,51,57,4
경남,진주시,기타,기타,9,0,5,7,0
경남,통영시,단일로,터널안,1,0,1,1,0
경남,통영시,단일로,교량위,9,0,3,28,0
경남,통영시,단일로,지하차도(도로)내,3,0,2,6,0
경남,통영시,단일로,기타단일로,331,2,139,342,37
경남,통영시,교차로,교차로내,246,0,79,301,27
경남,통영시,교차로,교차로횡단보도내,34,1,18,15,0
경남,통영시,교차로,교차로부근,74,0,27,86,3
경남,통영시,기타,기타,18,0,1,19,0
경남,김해시,단일로,터널안,5,0,5,4,0
경남,김해시,단일로,교량위,6,0,1,9,0
경남,김해시,단일로,고가도로위,1,0,0,1,0
경남,김해시,단일로,지하차도(도로)내,2,0,2,4,0
경남,김해시,단일로,기타단일로,1004,17,438,1020,53
경남,김해시,교차로,교차로내,908,9,410,915,59
경남,김해시,교차로,교차로횡단보도내,100,2,55,52,3
경남,김해시,교차로,교차로부근,261,4,116,246,11
경남,김해시,기타,기타,31,0,16,26,4
경남,밀양시,단일로,터널안,1,0,2,0,0
경남,밀양시,단일로,교량위,6,1,2,9,0
경남,밀양시,단일로,지하차도(도로)내,2,0,1,1,0
경남,밀양시,단일로,기타단일로,275,13,147,202,19
경남,밀양시,교차로,교차로내,199,7,92,181,13
경남,밀양시,교차로,교차로횡단보도내,12,1,6,5,0
경남,밀양시,교차로,교차로부근,33,1,7,33,4
경남,밀양시,기타,기타,4,0,3,1,0
경남,거제시,단일로,터널안,13,0,6,22,0
경남,거제시,단일로,교량위,2,0,0,3,0
경남,거제시,단일로,고가도로위,2,0,3,1,1
경남,거제시,단일로,지하차도(도로)내,25,0,11,16,2
경남,거제시,단일로,기타단일로,399,12,201,413,14
경남,거제시,교차로,교차로내,357,5,154,314,10
경남,거제시,교차로,교차로횡단보도내,31,0,19,16,0
경남,거제시,교차로,교차로부근,146,0,76,169,6
경남,거제시,기타,기타,36,0,21,20,2
경남,의령군,단일로,교량위,1,0,1,1,0
경남,의령군,단일로,지하차도(도로)내,12,1,1,18,1
경남,의령군,단일로,기타단일로,51,2,34,30,8
경남,의령군,교차로,교차로내,55,1,31,54,5
경남,의령군,교차로,교차로횡단보도내,2,0,0,2,0
경남,의령군,교차로,교차로부근,16,1,9,10,0
경남,의령군,기타,기타,6,0,5,4,0
경남,함안군,단일로,터널안,6,1,4,12,3
경남,함안군,단일로,교량위,3,1,1,5,0
경남,함안군,단일로,고가도로위,1,0,2,1,0
경남,함안군,단일로,기타단일로,136,9,57,149,12
경남,함안군,교차로,교차로내,110,1,57,89,3
경남,함안군,교차로,교차로횡단보도내,7,1,3,3,0
경남,함안군,교차로,교차로부근,57,4,22,59,2
경남,함안군,기타,기타,7,0,1,9,0
경남,창녕군,단일로,교량위,3,0,2,3,0
경남,창녕군,단일로,지하차도(도로)내,1,0,1,0,0
경남,창녕군,단일로,기타단일로,129,5,94,82,8
경남,창녕군,교차로,교차로내,124,1,84,110,8
경남,창녕군,교차로,교차로횡단보도내,4,0,2,2,0
경남,창녕군,교차로,교차로부근,57,1,29,52,4
경남,창녕군,기타,기타,15,0,7,10,2
경남,양산시,단일로,터널안,4,0,1,6,0
경남,양산시,단일로,교량위,6,0,1,11,0
경남,양산시,단일로,지하차도(도로)내,4,0,1,7,0
경남,양산시,단일로,기타단일로,520,16,200,458,68
경남,양산시,교차로,교차로내,511,4,225,469,75
경남,양산시,교차로,교차로횡단보도내,53,1,36,19,0
경남,양산시,교차로,교차로부근,158,4,54,168,17
경남,양산시,기타,기타,29,0,12,19,3
경남,양산시,불명,불명,1,0,0,0,1
경남,고성군,단일로,터널안,1,0,0,1,0
경남,고성군,단일로,기타단일로,114,6,52,102,7
경남,고성군,교차로,교차로내,102,0,64,68,5
경남,고성군,교차로,교차로횡단보도내,4,1,0,4,0
경남,고성군,교차로,교차로부근,35,1,20,48,3
경남,고성군,기타,기타,10,2,0,8,1
경남,사천시,단일로,터널안,1,0,0,1,0
경남,사천시,단일로,교량위,6,0,3,9,1
경남,사천시,단일로,기타단일로,258,5,139,231,31
경남,사천시,교차로,교차로내,266,1,109,276,40
경남,사천시,교차로,교차로횡단보도내,16,1,9,6,1
경남,사천시,교차로,교차로부근,106,4,46,94,18
경남,사천시,기타,기타,15,0,5,17,5
경남,남해군,단일로,기타단일로,119,7,74,74,36
경남,남해군,교차로,교차로내,56,1,48,34,8
경남,남해군,교차로,교차로횡단보도내,2,0,1,1,0
경남,남해군,교차로,교차로부근,13,0,6,10,3
경남,남해군,기타,기타,2,0,1,1,0
경남,하동군,단일로,기타단일로,79,9,53,57,6
경남,하동군,교차로,교차로내,44,1,28,26,6
경남,하동군,교차로,교차로횡단보도내,1,0,1,0,0
경남,하동군,교차로,교차로부근,6,1,3,4,0
경남,하동군,기타,기타,13,0,6,12,3
경남,산청군,단일로,교량위,2,0,0,4,0
경남,산청군,단일로,지하차도(도로)내,9,0,8,3,0
경남,산청군,단일로,기타단일로,108,2,83,87,16
경남,산청군,교차로,교차로내,49,0,30,45,12
경남,산청군,교차로,교차로부근,5,0,1,7,1
경남,함양군,단일로,교량위,1,0,0,1,0
경남,함양군,단일로,지하차도(도로)내,1,0,0,1,0
경남,함양군,단일로,기타단일로,101,6,56,64,28
경남,함양군,교차로,교차로내,79,0,50,65,11
경남,함양군,교차로,교차로횡단보도내,2,0,0,2,0
경남,함양군,교차로,교차로부근,13,1,7,8,2
경남,함양군,기타,기타,4,0,1,3,1
경남,거창군,단일로,터널안,2,0,2,0,0
경남,거창군,단일로,교량위,3,0,4,1,0
경남,거창군,단일로,기타단일로,86,10,45,47,6
경남,거창군,교차로,교차로내,123,4,56,104,12
경남,거창군,교차로,교차로횡단보도내,3,0,3,1,0
경남,거창군,교차로,교차로부근,24,0,8,21,0
경남,거창군,기타,기타,9,1,1,9,0
경남,합천군,단일로,터널안,4,1,2,10,0
경남,합천군,단일로,교량위,1,0,1,1,0
경남,합천군,단일로,기타단일로,97,5,69,62,3
경남,합천군,교차로,교차로내,51,2,31,30,0
경남,합천군,교차로,교차로횡단보도내,1,0,1,0,0
경남,합천군,교차로,교차로부근,19,0,10,9,1
경남,합천군,기타,기타,11,2,8,4,0
경남,창원시(통합),단일로,터널안,22,0,4,49,0
경남,창원시(통합),단일로,교량위,13,0,4,14,2
경남,창원시(통합),단일로,고가도로위,12,0,2,18,3
경남,창원시(통합),단일로,지하차도(도로)내,29,4,13,15,0
경남,창원시(통합),단일로,기타단일로,1259,28,487,1156,84
경남,창원시(통합),교차로,교차로내,1086,17,480,1041,49
경남,창원시(통합),교차로,교차로횡단보도내,155,4,75,77,8
경남,창원시(통합),교차로,교차로부근,544,7,215,537,33
경남,창원시(통합),기타,기타,124,2,47,105,5
경남,창원시(통합),불명,불명,1,0,0,1,0
제주,제주시,단일로,교량위,1,0,0,1,0
제주,제주시,단일로,지하차도(도로)내,1,0,0,1,0
제주,제주시,단일로,기타단일로,1459,23,361,1502,282
제주,제주시,교차로,교차로내,1055,8,282,1217,205
제주,제주시,교차로,교차로횡단보도내,123,1,57,73,3
제주,제주시,교차로,교차로부근,417,7,95,505,83
제주,제주시,기타,기타,83,1,20,71,8
제주,서귀포시,단일로,기타단일로,532,17,234,519,88
제주,서귀포시,교차로,교차로내,482,7,194,526,106
제주,서귀포시,교차로,교차로횡단보도내,35,1,17,23,1
제주,서귀포시,교차로,교차로부근,182,1,62,211,26
제주,서귀포시,기타,기타,42,0,12,26,7
대구,중구,단일로,터널안,1,0,0,1,0
대구,중구,단일로,교량위,5,0,0,8,4
대구,중구,단일로,기타단일로,532,6,111,516,160
대구,중구,교차로,교차로내,171,3,51,185,39
대구,중구,교차로,교차로횡단보도내,32,1,17,14,3
대구,중구,교차로,교차로부근,113,1,41,125,32
대구,중구,기타,기타,15,0,3,9,6
대구,동구,단일로,터널안,3,1,1,5,0
대구,동구,단일로,교량위,14,0,4,21,3
대구,동구,단일로,고가도로위,7,0,0,13,0
대구,동구,단일로,지하차도(도로)내,1,0,0,1,0
대구,동구,단일로,기타단일로,1033,10,294,1145,107
대구,동구,교차로,교차로내,536,4,177,624,76
대구,동구,교차로,교차로횡단보도내,67,1,23,46,6
대구,동구,교차로,교차로부근,203,1,46,221,42
대구,동구,기타,기타,89,2,20,88,11
대구,동구,불명,불명,1,0,0,1,0
대구,서구,단일로,터널안,2,0,0,2,0
대구,서구,단일로,교량위,3,0,1,3,0
대구,서구,단일로,고가도로위,1,0,0,2,0
대구,서구,단일로,지하차도(도로)내,10,0,8,4,1
대구,서구,단일로,기타단일로,684,5,208,672,104
대구,서구,교차로,교차로내,319,1,113,357,56
대구,서구,교차로,교차로횡단보도내,36,1,16,21,6
대구,서구,교차로,교차로부근,223,1,66,248,23
대구,서구,기타,기타,38,0,6,34,6
대구,서구,불명,불명,1,0,0,1,0
대구,남구,단일로,터널안,2,0,0,3,0
대구,남구,단일로,교량위,4,0,1,5,0
대구,남구,단일로,고가도로위,8,0,3,14,3
대구,남구,단일로,지하차도(도로)내,48,0,16,47,4
대구,남구,단일로,기타단일로,405,1,104,418,53
대구,남구,교차로,교차로내,218,2,67,250,24
대구,남구,교차로,교차로횡단보도내,28,1,14,13,1
대구,남구,교차로,교차로부근,140,0,45,159,12
대구,남구,기타,기타,49,0,12,40,10
대구,북구,단일로,터널안,4,2,1,5,0
대구,북구,단일로,교량위,22,1,9,29,2
대구,북구,단일로,고가도로위,7,0,3,8,0
대구,북구,단일로,지하차도(도로)내,16,1,4,24,1
대구,북구,단일로,기타단일로,1224,13,398,1262,142
대구,북구,교차로,교차로내,641,3,205,700,87
대구,북구,교차로,교차로횡단보도내,99,2,44,61,11
대구,북구,교차로,교차로부근,333,0,87,334,48
대구,북구,기타,기타,66,0,20,47,11
대구,북구,불명,불명,1,0,1,0,0
대구,수성구,단일로,터널안,4,0,1,7,0
대구,수성구,단일로,교량위,5,0,1,7,0
대구,수성구,단일로,고가도로위,3,0,0,3,0
대구,수성구,단일로,지하차도(도로)내,2,0,0,10,2
대구,수성구,단일로,기타단일로,1218,6,329,1361,123
대구,수성구,교차로,교차로내,586,3,184,636,95
대구,수성구,교차로,교차로횡단보도내,87,0,30,61,8
대구,수성구,교차로,교차로부근,401,0,93,502,51
대구,수성구,기타,기타,130,0,22,117,20
대구,달서구,단일로,터널안,1,0,0,2,0
대구,달서구,단일로,교량위,2,0,0,3,0
대구,달서구,단일로,고가도로위,4,2,0,2,0
대구,달서구,단일로,지하차도(도로)내,3,0,0,4,2
대구,달서구,단일로,기타단일로,1821,12,421,2003,222
대구,달서구,교차로,교차로내,920,0,271,1049,95
대구,달서구,교차로,교차로횡단보도내,152,1,68,90,19
대구,달서구,교차로,교차로부근,530,0,114,617,92
대구,달서구,기타,기타,246,2,61,222,24
대구,달성군,단일로,터널안,7,0,5,15,0
대구,달성군,단일로,교량위,1,0,1,0,0
대구,달성군,단일로,고가도로위,2,0,0,1,1
대구,달성군,단일로,지하차도(도로)내,3,0,2,2,0
대구,달성군,단일로,기타단일로,384,14,118,407,61
대구,달성군,교차로,교차로내,286,5,109,297,22
대구,달성군,교차로,교차로횡단보도내,31,1,20,11,3
대구,달성군,교차로,교차로부근,165,2,71,169,13
대구,달성군,기타,기타,87,0,29,70,7
인천,중구,단일로,터널안,4,0,3,6,0
인천,중구,단일로,교량위,9,0,17,20,0
인천,중구,단일로,고가도로위,2,0,0,2,0
인천,중구,단일로,지하차도(도로)내,1,0,1,4,0
인천,중구,단일로,기타단일로,247,3,84,312,21
인천,중구,교차로,교차로내,219,2,79,271,17
인천,중구,교차로,교차로횡단보도내,27,0,13,23,2
인천,중구,교차로,교차로부근,100,1,19,134,4
인천,중구,기타,기타,22,0,4,21,5
인천,동구,단일로,터널안,4,0,1,9,0
인천,동구,단일로,교량위,1,0,1,0,0
인천,동구,단일로,기타단일로,51,0,11,53,1
인천,동구,교차로,교차로내,53,2,19,50,3
인천,동구,교차로,교차로횡단보도내,7,0,3,4,0
인천,동구,교차로,교차로부근,30,0,7,42,2
인천,동구,기타,기타,8,1,2,7,0
인천,미추홀구,단일로,교량위,2,0,0,3,0
인천,미추홀구,단일로,고가도로위,6,0,2,3,5
인천,미추홀구,단일로,지하차도(도로)내,1,0,1,1,0
인천,미추홀구,단일로,기타단일로,470,8,102,407,80
인천,미추홀구,교차로,교차로내,324,2,98,333,33
인천,미추홀구,교차로,교차로횡단보도내,65,3,35,27,2
인천,미추홀구,교차로,교차로부근,226,2,43,275,18
인천,미추홀구,기타,기타,134,2,31,118,23
인천,미추홀구,불명,불명,1,0,1,0,0
인천,부평구,단일로,교량위,23,1,7,31,3
인천,부평구,단일로,고가도로위,8,0,2,9,1
인천,부평구,단일로,지하차도(도로)내,5,0,3,7,0
인천,부평구,단일로,기타단일로,593,7,145,613,22
인천,부평구,교차로,교차로내,305,2,78,337,8
인천,부평구,교차로,교차로횡단보도내,57,1,26,33,0
인천,부평구,교차로,교차로부근,247,2,57,272,8
인천,부평구,기타,기타,39,2,8,34,5
인천,부평구,불명,불명,1,1,0,0,0
인천,남동구,단일로,터널안,6,1,1,13,0
인천,남동구,단일로,교량위,17,0,6,5,9
인천,남동구,단일로,고가도로위,10,1,1,13,1
인천,남동구,단일로,지하차도(도로)내,5,0,0,7,0
인천,남동구,단일로,기타단일로,809,11,189,899,40
인천,남동구,교차로,교차로내,560,6,187,640,32
인천,남동구,교차로,교차로횡단보도내,74,0,25,47,4
인천,남동구,교차로,교차로부근,329,3,71,364,24
인천,남동구,기타,기타,126,1,30,129,9
인천,남동구,불명,불명,1,0,0,1,0
인천,서구,단일로,터널안,7,0,1,9,0
인천,서구,단일로,교량위,5,1,2,7,1
인천,서구,단일로,고가도로위,13,0,4,17,0
인천,서구,단일로,지하차도(도로)내,24,0,7,27,1
인천,서구,단일로,기타단일로,591,8,148,673,23
인천,서구,교차로,교차로내,490,3,159,538,17
인천,서구,교차로,교차로횡단보도내,73,4,31,39,5
인천,서구,교차로,교차로부근,385,3,120,445,7
인천,서구,기타,기타,100,1,21,99,5
인천,연수구,단일로,터널안,3,0,0,5,2
인천,연수구,단일로,교량위,4,0,0,6,1
인천,연수구,단일로,고가도로위,2,0,0,6,0
인천,연수구,단일로,지하차도(도로)내,3,0,1,3,1
인천,연수구,단일로,기타단일로,259,4,68,274,12
인천,연수구,교차로,교차로내,188,4,59,211,6
인천,연수구,교차로,교차로횡단보도내,52,0,25,31,4
인천,연수구,교차로,교차로부근,150,2,30,195,3
인천,연수구,기타,기타,9,0,4,7,1
인천,계양구,단일로,터널안,1,0,0,1,0
인천,계양구,단일로,교량위,15,0,4,18,2
인천,계양구,단일로,고가도로위,1,0,0,1,0
인천,계양구,단일로,지하차도(도로)내,5,0,1,5,0
인천,계양구,단일로,기타단일로,406,6,105,409,28
인천,계양구,교차로,교차로내,236,2,74,262,6
인천,계양구,교차로,교차로횡단보도내,26,1,15,11,1
인천,계양구,교차로,교차로부근,145,0,34,157,4
인천,계양구,기타,기타,44,1,7,41,4
인천,강화군,단일로,교량위,2,0,0,9,0
인천,강화군,단일로,기타단일로,84,8,39,82,0
인천,강화군,교차로,교차로내,58,1,22,58,1
인천,강화군,교차로,교차로횡단보도내,6,0,1,5,0
인천,강화군,교차로,교차로부근,29,0,13,22,1
인천,강화군,기타,기타,21,1,6,19,0
인천,옹진군,단일로,교량위,1,0,0,0,1
인천,옹진군,단일로,기타단일로,20,1,15,18,2
인천,옹진군,교차로,교차로내,5,1,2,8,2
인천,옹진군,교차로,교차로부근,3,0,3,1,0
인천,옹진군,기타,기타,3,1,0,2,1
광주,동구,단일로,터널안,7,0,5,38,0
광주,동구,단일로,교량위,2,0,0,3,1
광주,동구,단일로,고가도로위,1,0,0,2,0
광주,동구,단일로,지하차도(도로)내,1,0,0,2,0
광주,동구,단일로,기타단일로,299,4,71,319,16
광주,동구,교차로,교차로내,189,2,34,275,7
광주,동구,교차로,교차로횡단보도내,18,0,9,9,1
광주,동구,교차로,교차로부근,60,0,14,89,4
광주,동구,기타,기타,27,0,4,28,2
광주,서구,단일로,교량위,8,0,0,17,0
광주,서구,단일로,고가도로위,4,0,0,6,0
광주,서구,단일로,지하차도(도로)내,50,1,1,76,2
광주,서구,단일로,기타단일로,977,4,116,1306,71
광주,서구,교차로,교차로내,646,2,130,1000,48
광주,서구,교차로,교차로횡단보도내,63,0,21,52,1
광주,서구,교차로,교차로부근,346,0,34,529,13
광주,서구,기타,기타,12,0,4,14,0
광주,북구,단일로,교량위,15,0,3,29,1
광주,북구,단일로,고가도로위,17,0,0,43,3
광주,북구,단일로,지하차도(도로)내,2,0,0,4,0
광주,북구,단일로,기타단일로,1141,6,173,1436,75
광주,북구,교차로,교차로내,836,3,180,1192,45
광주,북구,교차로,교차로횡단보도내,76,5,24,55,9
광주,북구,교차로,교차로부근,285,1,54,369,26
광주,북구,기타,기타,58,0,14,62,4
광주,광산구,단일로,터널안,7,0,0,10,0
광주,광산구,단일로,교량위,24,0,9,45,1
광주,광산구,단일로,고가도로위,3,0,2,5,1
광주,광산구,단일로,지하차도(도로)내,7,0,1,10,1
광주,광산구,단일로,기타단일로,915,7,160,1303,51
광주,광산구,교차로,교차로내,670,4,150,950,64
광주,광산구,교차로,교차로횡단보도내,85,2,22,66,5
광주,광산구,교차로,교차로부근,370,2,41,528,38
광주,광산구,기타,기타,47,0,7,55,5
광주,광산구,불명,불명,1,0,0,1,0
광주,남구,단일로,터널안,2,0,0,7,0
광주,남구,단일로,교량위,2,0,0,3,0
광주,남구,단일로,고가도로위,7,0,2,6,1
광주,남구,단일로,지하차도(도로)내,1,0,0,3,0
광주,남구,단일로,기타단일로,456,3,71,592,28
광주,남구,교차로,교차로내,285,1,54,394,11
광주,남구,교차로,교차로횡단보도내,37,1,12,27,0
광주,남구,교차로,교차로부근,86,1,18,111,3
광주,남구,기타,기타,24,0,6,18,3
대전,동구,단일로,터널안,3,0,0,4,0
대전,동구,단일로,교량위,8,1,2,10,0
대전,동구,단일로,지하차도(도로)내,7,1,0,15,0
대전,동구,단일로,기타단일로,594,5,139,731,29
대전,동구,교차로,교차로내,491,2,115,624,11
대전,동구,교차로,교차로횡단보도내,55,3,18,35,2
대전,동구,교차로,교차로부근,246,2,52,338,5
대전,동구,기타,기타,26,0,6,25,1
대전,중구,단일로,터널안,4,0,2,5,0
대전,중구,단일로,교량위,18,0,2,29,2
대전,중구,단일로,고가도로위,8,0,5,16,1
대전,중구,단일로,지하차도(도로)내,4,0,0,8,1
대전,중구,단일로,기타단일로,554,6,148,577,40
대전,중구,교차로,교차로내,434,3,121,539,30
대전,중구,교차로,교차로횡단보도내,69,1,26,52,3
대전,중구,교차로,교차로부근,224,2,61,290,10
대전,중구,기타,기타,33,0,12,38,4
대전,서구,단일로,터널안,4,0,1,9,0
대전,서구,단일로,교량위,20,0,5,37,4
대전,서구,단일로,고가도로위,4,0,1,5,1
대전,서구,단일로,지하차도(도로)내,15,0,2,24,0
대전,서구,단일로,기타단일로,1076,6,209,1294,72
대전,서구,교차로,교차로내,845,6,215,1119,69
대전,서구,교차로,교차로횡단보도내,163,5,58,110,7
대전,서구,교차로,교차로부근,473,4,92,635,33
대전,서구,기타,기타,77,2,16,76,2
대전,유성구,단일로,터널안,2,0,1,1,0
대전,유성구,단일로,교량위,6,0,0,12,1
대전,유성구,단일로,고가도로위,1,0,1,0,0
대전,유성구,단일로,지하차도(도로)내,11,0,3,17,0
대전,유성구,단일로,기타단일로,871,6,178,1089,101
대전,유성구,교차로,교차로내,670,6,176,819,49
대전,유성구,교차로,교차로횡단보도내,66,1,32,42,2
대전,유성구,교차로,교차로부근,364,1,63,472,55
대전,유성구,기타,기타,36,0,10,33,4
대전,대덕구,단일로,터널안,2,0,0,2,0
대전,대덕구,단일로,교량위,13,0,5,16,0
대전,대덕구,단일로,고가도로위,1,0,0,1,0
대전,대덕구,단일로,지하차도(도로)내,1,0,0,1,0
대전,대덕구,단일로,기타단일로,358,2,66,403,18
대전,대덕구,교차로,교차로내,222,4,60,254,15
대전,대덕구,교차로,교차로횡단보도내,49,1,27,25,2
대전,대덕구,교차로,교차로부근,139,3,32,169,5
대전,대덕구,기타,기타,68,4,21,81,3
대전,대덕구,불명,불명,2,0,0,1,1
울산,중구,단일로,터널안,1,0,0,2,0
울산,중구,단일로,교량위,3,0,0,4,1
울산,중구,단일로,지하차도(도로)내,2,0,2,6,0
울산,중구,단일로,기타단일로,327,2,104,302,35
울산,중구,교차로,교차로내,263,3,100,274,43
울산,중구,교차로,교차로횡단보도내,41,0,17,28,0
울산,중구,교차로,교차로부근,90,0,23,101,22
울산,중구,기타,기타,10,0,6,5,1
울산,남구,단일로,교량위,2,1,1,0,0
울산,남구,단일로,고가도로위,3,0,1,4,0
울산,남구,단일로,지하차도(도로)내,63,1,18,65,9
울산,남구,단일로,기타단일로,538,4,200,470,53
울산,남구,교차로,교차로내,492,1,164,500,49
울산,남구,교차로,교차로횡단보도내,52,0,26,31,3
울산,남구,교차로,교차로부근,218,2,77,218,21
울산,남구,기타,기타,14,0,3,11,0
울산,남구,불명,불명,1,0,1,0,0
울산,동구,단일로,터널안,5,0,3,23,0
울산,동구,단일로,교량위,1,0,0,1,0
울산,동구,단일로,지하차도(도로)내,1,0,0,2,0
울산,동구,단일로,기타단일로,207,0,62,184,7
울산,동구,교차로,교차로내,241,0,87,216,7
울산,동구,교차로,교차로횡단보도내,34,1,21,19,1
울산,동구,교차로,교차로부근,115,0,35,118,3
울산,동구,기타,기타,24,0,3,25,0
울산,북구,단일로,교량위,9,0,8,14,0
울산,북구,단일로,고가도로위,3,0,2,4,0
울산,북구,단일로,지하차도(도로)내,6,0,1,7,3
울산,북구,단일로,기타단일로,295,9,107,285,35
울산,북구,교차로,교차로내,252,4,112,293,46
울산,북구,교차로,교차로횡단보도내,28,0,15,12,2
울산,북구,교차로,교차로부근,90,0,35,107,11
울산,북구,기타,기타,10,0,2,9,0
울산,울주군,단일로,터널안,2,1,3,0,0
울산,울주군,단일로,교량위,5,1,3,3,0
울산,울주군,단일로,고가도로위,3,1,3,2,0
울산,울주군,단일로,지하차도(도로)내,47,2,11,51,5
울산,울주군,단일로,기타단일로,413,11,172,421,64
울산,울주군,교차로,교차로내,316,6,121,323,41
울산,울주군,교차로,교차로횡단보도내,16,0,8,7,1
울산,울주군,교차로,교차로부근,86,4,24,78,11
울산,울주군,기타,기타,18,1,5,14,2
세종,세종시,단일로,터널안,7,0,2,12,0
세종,세종시,단일로,교량위,7,0,6,11,0
세종,세종시,단일로,고가도로위,2,2,0,2,0
세종,세종시,단일로,지하차도(도로)내,8,0,4,12,0
세종,세종시,단일로,기타단일로,307,8,142,255,9
세종,세종시,교차로,교차로내,287,4,119,316,7
세종,세종시,교차로,교차로횡단보도내,52,0,23,27,4
세종,세종시,교차로,교차로부근,138,1,42,146,5
세종,세종시,기타,기타,113,0,43,112,1
세종,세종시,불명,불명,1,0,1,0,0
