시도,시군구,월,사고건수,사망자수,중상자수,경상자수,부상신고자수
강원,양양군,01월,13,0,5,23,0
강원,양양군,02월,13,4,8,22,4
강원,양양군,03월,11,0,5,9,0
강원,양양군,04월,12,0,2,17,0
강원,양양군,05월,15,0,11,20,0
강원,양양군,06월,21,1,5,28,2
강원,양양군,07월,16,1,6,20,3
강원,양양군,08월,17,0,5,21,3
강원,양양군,09월,16,0,10,30,13
강원,양양군,10월,16,2,7,19,0
강원,양양군,11월,16,0,5,24,2
강원,양양군,12월,12,1,5,10,1
충북,청주시,01월,347,1,100,433,23
충북,청주시,02월,323,1,94,451,22
충북,청주시,03월,398,5,131,494,12
충북,청주시,04월,394,7,135,467,13
충북,청주시,05월,456,7,136,547,35
충북,청주시,06월,420,4,143,528,29
충북,청주시,07월,431,2,124,549,25
충북,청주시,08월,432,3,145,500,41
충북,청주시,09월,406,3,123,474,25
충북,청주시,10월,449,3,154,530,21
충북,청주시,11월,476,3,130,601,20
충북,청주시,12월,417,10,136,523,24
충북,충주시,01월,112,5,34,127,8
충북,충주시,02월,82,0,21,107,5
충북,충주시,03월,119,0,41,142,9
충북,충주시,04월,111,6,53,143,11
충북,충주시,05월,132,5,49,182,17
충북,충주시,06월,114,4,51,109,12
충북,충주시,07월,97,2,39,127,11
충북,충주시,08월,122,2,46,163,5
충북,충주시,09월,115,1,53,147,5
충북,충주시,10월,121,3,47,162,8
충북,충주시,11월,134,7,57,178,10
충북,충주시,12월,105,1,32,137,2
충북,제천시,01월,63,2,19,72,3
충북,제천시,02월,49,3,19,73,4
충북,제천시,03월,58,1,19,92,12
충북,제천시,04월,76,1,20,84,7
충북,제천시,05월,81,1,32,88,9
충북,제천시,06월,68,5,22,71,10
충북,제천시,07월,58,0,25,68,4
충북,제천시,08월,79,1,28,99,12
충북,제천시,09월,105,3,40,115,7
충북,제천시,10월,90,2,46,104,8
충북,제천시,11월,87,0,34,109,11
충북,제천시,12월,56,0,24,80,3
충북,보은군,01월,10,1,7,3,1
충북,보은군,02월,4,0,4,4,1
충북,보은군,03월,17,0,12,11,2
충북,보은군,04월,15,1,7,10,2
충북,보은군,05월,15,3,19,16,0
충북,보은군,06월,11,2,5,16,0
충북,보은군,07월,15,4,11,15,0
충북,보은군,08월,22,1,10,30,1
충북,보은군,09월,10,0,6,16,5
충북,보은군,10월,21,1,12,31,1
충북,보은군,11월,17,0,13,9,2
충북,보은군,12월,8,0,6,6,0
충북,옥천군,01월,13,1,10,7,0
충북,옥천군,02월,14,2,6,16,0
충북,옥천군,03월,14,0,7,12,0
충북,옥천군,04월,26,1,15,18,0
충북,옥천군,05월,18,0,13,17,0
충북,옥천군,06월,21,0,14,24,0
충북,옥천군,07월,18,0,11,13,0
충북,옥천군,08월,30,2,14,30,1
충북,옥천군,09월,20,1,9,15,3
충북,옥천군,10월,29,0,16,20,6
충북,옥천군,11월,15,0,7,11,1
충북,옥천군,12월,18,0,9,15,3
충북,영동군,01월,14,2,13,6,0
충북,영동군,02월,7,1,5,5,0
충북,영동군,03월,18,3,11,12,0
충북,영동군,04월,14,0,8,11,2
충북,영동군,05월,27,2,12,23,2
충북,영동군,06월,19,0,12,25,3
충북,영동군,07월,25,0,17,23,1
충북,영동군,08월,21,0,13,9,0
충북,영동군,09월,18,0,12,25,1
충북,영동군,10월,22,1,18,11,0
충북,영동군,11월,16,0,10,17,0
충북,영동군,12월,17,0,13,14,0
충북,진천군,01월,52,1,27,71,7
충북,진천군,02월,29,0,10,42,2
충북,진천군,03월,47,0,11,57,15
충북,진천군,04월,49,3,22,58,3
충북,진천군,05월,47,2,21,43,1
충북,진천군,06월,47,2,19,47,2
충북,진천군,07월,41,1,12,55,1
충북,진천군,08월,31,1,8,50,2
충북,진천군,09월,42,0,11,44,0
충북,진천군,10월,40,0,16,46,2
충북,진천군,11월,46,0,14,57,2
충북,진천군,12월,45,1,6,53,3
충북,괴산군,01월,10,0,6,12,0
충북,괴산군,02월,6,1,2,2,1
충북,괴산군,03월,12,1,10,5,1
충북,괴산군,04월,13,1,8,8,1
충북,괴산군,05월,13,1,4,13,3
충북,괴산군,06월,15,0,7,15,0
충북,괴산군,07월,20,0,14,14,3
충북,괴산군,08월,24,2,11,23,1
충북,괴산군,09월,23,0,13,22,2
충북,괴산군,10월,18,2,16,10,1
충북,괴산군,11월,20,2,18,21,1
충북,괴산군,12월,16,0,6,21,2
충북,음성군,01월,40,1,16,45,4
충북,음성군,02월,44,0,22,54,4
충북,음성군,03월,58,0,37,66,2
충북,음성군,04월,59,1,26,60,1
충북,음성군,05월,56,0,29,72,3
충북,음성군,06월,66,5,28,62,3
충북,음성군,07월,61,3,26,69,5
충북,음성군,08월,56,3,20,69,0
충북,음성군,09월,56,1,26,53,0
충북,음성군,10월,69,2,36,79,0
충북,음성군,11월,49,1,29,48,1
충북,음성군,12월,49,1,25,68,6
충북,단양군,01월,5,0,5,7,0
충북,단양군,02월,5,0,4,4,2
충북,단양군,03월,12,1,7,9,1
충북,단양군,04월,18,1,8,17,2
충북,단양군,05월,12,0,4,11,1
충북,단양군,06월,12,1,10,8,0
충북,단양군,07월,12,1,9,5,3
충북,단양군,08월,15,2,11,13,1
충북,단양군,09월,16,1,8,28,4
충북,단양군,10월,24,3,14,22,14
충북,단양군,11월,14,0,6,16,2
충북,단양군,12월,12,0,3,19,1
충북,증평군,01월,15,1,9,8,2
충북,증평군,02월,18,1,7,20,2
충북,증평군,03월,18,0,5,23,1
충북,증평군,04월,19,1,9,16,0
충북,증평군,05월,21,0,8,17,0
충북,증평군,06월,9,1,3,11,1
충북,증평군,07월,19,1,7,21,1
충북,증평군,08월,19,0,9,10,2
충북,증평군,09월,11,0,3,16,1
충북,증평군,10월,19,0,4,15,1
충북,증평군,11월,18,0,8,19,1
충북,증평군,12월,24,1,8,25,4
충남,천안시,01월,204,2,47,235,13
충남,천안시,02월,204,2,53,265,7
충남,천안시,03월,240,2,57,318,19
충남,천안시,04월,272,5,73,292,12
충남,천안시,05월,269,3,62,297,23
충남,천안시,06월,251,3,62,297,14
충남,천안시,07월,265,5,58,336,14
충남,천안시,08월,284,3,86,356,25
충남,천안시,09월,276,4,85,290,18
충남,천안시,10월,289,7,71,301,26
충남,천안시,11월,314,3,68,349,28
충남,천안시,12월,269,3,71,304,21
충남,아산시,01월,59,2,24,46,1
충남,아산시,02월,72,0,32,64,5
충남,아산시,03월,67,2,31,69,4
충남,아산시,04월,95,1,34,96,5
충남,아산시,05월,95,3,34,80,2
충남,아산시,06월,86,6,51,105,6
충남,아산시,07월,87,1,29,91,2
충남,아산시,08월,99,6,38,88,6
충남,아산시,09월,107,3,41,97,5
충남,아산시,10월,120,6,39,121,8
충남,아산시,11월,99,4,25,92,13
충남,아산시,12월,97,2,23,110,4
충남,보령시,01월,26,1,11,20,1
충남,보령시,02월,24,1,20,23,0
충남,보령시,03월,48,3,29,31,0
충남,보령시,04월,39,0,24,36,0
충남,보령시,05월,46,0,39,43,0
충남,보령시,06월,40,0,22,28,4
충남,보령시,07월,51,1,33,46,1
충남,보령시,08월,48,1,26,47,2
충남,보령시,09월,36,2,23,34,0
충남,보령시,10월,37,2,16,35,1
충남,보령시,11월,50,2,31,41,3
충남,보령시,12월,34,3,16,17,1
충남,공주시,01월,44,2,14,53,1
충남,공주시,02월,39,1,22,59,3
충남,공주시,03월,49,2,22,60,1
충남,공주시,04월,50,2,24,72,1
충남,공주시,05월,56,1,19,69,10
충남,공주시,06월,54,5,23,45,7
충남,공주시,07월,55,4,25,47,5
충남,공주시,08월,45,0,16,69,4
충남,공주시,09월,43,2,16,63,7
충남,공주시,10월,69,1,27,87,3
충남,공주시,11월,59,1,22,68,2
충남,공주시,12월,45,1,17,48,3
충남,서산시,01월,54,2,38,36,7
충남,서산시,02월,54,1,42,39,3
충남,서산시,03월,78,2,49,61,8
충남,서산시,04월,49,2,25,32,8
충남,서산시,05월,82,2,54,64,4
충남,서산시,06월,83,6,41,66,11
충남,서산시,07월,75,2,41,75,8
충남,서산시,08월,80,4,35,56,12
충남,서산시,09월,70,1,43,74,4
충남,서산시,10월,74,0,47,73,8
충남,서산시,11월,79,1,45,67,5
충남,서산시,12월,61,3,39,44,4
충남,금산군,01월,11,2,3,7,0
충남,금산군,02월,7,2,2,8,0
충남,금산군,03월,14,1,5,8,0
충남,금산군,04월,13,1,4,12,0
충남,금산군,05월,21,0,7,22,0
충남,금산군,06월,7,0,3,7,0
충남,금산군,07월,14,0,6,15,0
충남,금산군,08월,12,0,7,11,0
충남,금산군,09월,17,0,6,27,1
충남,금산군,10월,10,0,4,11,0
충남,금산군,11월,15,1,8,11,0
충남,금산군,12월,9,0,6,8,0
충남,태안군,01월,13,0,7,6,5
충남,태안군,02월,17,1,13,12,5
충남,태안군,03월,21,0,6,36,4
충남,태안군,04월,31,2,20,31,7
충남,태안군,05월,33,2,25,28,4
충남,태안군,06월,49,1,37,59,9
충남,태안군,07월,33,1,30,14,4
충남,태안군,08월,34,2,30,32,1
충남,태안군,09월,15,2,7,17,1
충남,태안군,10월,31,3,19,24,4
충남,태안군,11월,27,2,22,32,4
충남,태안군,12월,16,1,8,18,3
충남,논산시,01월,30,5,15,30,2
충남,논산시,02월,29,1,21,18,0
충남,논산시,03월,40,0,28,33,1
충남,논산시,04월,31,3,17,21,3
충남,논산시,05월,48,2,32,35,2
충남,논산시,06월,44,3,22,37,3
충남,논산시,07월,42,3,27,32,2
충남,논산시,08월,25,0,12,17,7
충남,논산시,09월,50,0,29,73,7
충남,논산시,10월,49,6,26,45,5
충남,논산시,11월,51,2,32,41,4
충남,논산시,12월,37,1,23,36,6
충남,부여군,01월,17,2,11,11,0
충남,부여군,02월,11,0,6,7,0
충남,부여군,03월,13,0,8,9,0
충남,부여군,04월,14,1,9,6,1
충남,부여군,05월,18,0,11,6,2
충남,부여군,06월,26,1,13,16,0
충남,부여군,07월,20,3,17,11,0
충남,부여군,08월,16,1,13,4,0
충남,부여군,09월,16,2,11,10,0
충남,부여군,10월,26,3,25,11,1
충남,부여군,11월,29,3,22,14,1
충남,부여군,12월,16,0,13,8,1
충남,서천군,01월,29,3,11,21,1
충남,서천군,02월,19,1,5,17,4
충남,서천군,03월,21,1,8,25,0
충남,서천군,04월,23,0,18,15,0
충남,서천군,05월,28,0,16,21,3
충남,서천군,06월,36,0,20,30,3
충남,서천군,07월,24,1,13,27,3
충남,서천군,08월,29,2,8,26,3
충남,서천군,09월,23,1,11,33,1
충남,서천군,10월,29,4,9,21,2
충남,서천군,11월,38,2,16,37,2
충남,서천군,12월,24,3,10,19,3
충남,청양군,01월,9,0,5,9,0
충남,청양군,02월,8,1,4,12,0
충남,청양군,03월,13,0,5,13,0
충남,청양군,04월,13,0,6,22,0
충남,청양군,05월,18,2,9,15,0
충남,청양군,06월,18,1,9,9,1
충남,청양군,07월,17,1,8,17,1
충남,청양군,08월,21,1,9,15,0
충남,청양군,09월,20,0,15,21,0
충남,청양군,10월,25,2,19,17,0
충남,청양군,11월,13,2,4,9,0
충남,청양군,12월,16,0,5,12,0
충남,홍성군,01월,13,3,5,6,0
충남,홍성군,02월,24,1,14,27,0
충남,홍성군,03월,33,1,14,31,0
충남,홍성군,04월,28,2,10,30,0
충남,홍성군,05월,24,1,11,26,0
충남,홍성군,06월,36,3,14,34,0
충남,홍성군,07월,26,1,12,26,1
충남,홍성군,08월,31,1,13,28,2
충남,홍성군,09월,27,2,13,25,0
충남,홍성군,10월,36,0,17,31,3
충남,홍성군,11월,38,1,13,38,2
충남,홍성군,12월,25,5,9,19,0
충남,예산군,01월,27,0,10,31,0
충남,예산군,02월,20,0,9,25,0
충남,예산군,03월,22,1,11,23,0
충남,예산군,04월,33,0,9,34,1
충남,예산군,05월,38,2,19,35,4
충남,예산군,06월,29,0,11,21,2
충남,예산군,07월,34,1,13,36,0
충남,예산군,08월,36,0,8,46,2
충남,예산군,09월,31,2,12,28,0
충남,예산군,10월,43,4,27,38,0
충남,예산군,11월,53,3,19,56,0
충남,예산군,12월,31,4,10,40,0
충남,당진시,01월,44,3,24,43,0
충남,당진시,02월,50,3,47,33,1
충남,당진시,03월,58,3,34,42,1
충남,당진시,04월,64,2,29,56,4
충남,당진시,05월,83,1,36,71,2
충남,당진시,06월,63,0,22,86,2
충남,당진시,07월,55,2,26,66,6
충남,당진시,08월,66,2,24,76,1
충남,당진시,09월,67,2,29,78,1
충남,당진시,10월,74,4,39,64,1
충남,당진시,11월,79,6,32,73,1
충남,당진시,12월,80,5,33,118,6
충남,계룡시,01월,6,0,3,4,1
충남,계룡시,02월,4,0,2,6,0
충남,계룡시,03월,4,0,1,5,0
충남,계룡시,04월,4,0,5,2,1
충남,계룡시,05월,5,0,2,8,2
충남,계룡시,06월,4,1,1,12,0
충남,계룡시,07월,6,0,5,4,0
충남,계룡시,08월,7,0,3,7,0
충남,계룡시,09월,4,0,2,3,1
충남,계룡시,10월,4,0,2,4,0
충남,계룡시,11월,3,0,2,3,0
충남,계룡시,12월,4,0,1,6,0
전북,전주시,01월,177,3,68,179,3
전북,전주시,02월,193,2,62,248,2
전북,전주시,03월,209,2,65,236,4
전북,전주시,04월,179,3,62,239,2
전북,전주시,05월,205,2,68,252,3
전북,전주시,06월,193,2,64,207,2
전북,전주시,07월,183,1,49,215,1
전북,전주시,08월,214,7,66,236,5
전북,전주시,09월,199,5,55,234,7
전북,전주시,10월,221,2,70,274,2
전북,전주시,11월,201,3,63,229,2
전북,전주시,12월,191,3,69,196,2
전북,군산시,01월,72,0,12,97,0
전북,군산시,02월,78,2,22,96,2
전북,군산시,03월,100,1,25,120,7
전북,군산시,04월,90,2,28,131,3
전북,군산시,05월,120,3,39,141,4
전북,군산시,06월,104,3,33,98,4
전북,군산시,07월,94,0,24,129,4
전북,군산시,08월,114,1,31,177,10
전북,군산시,09월,96,5,34,121,8
전북,군산시,10월,111,4,34,112,2
전북,군산시,11월,133,2,32,148,7
전북,군산시,12월,113,2,29,142,9
전북,정읍시,01월,35,2,21,27,0
전북,정읍시,02월,40,0,15,60,0
전북,정읍시,03월,41,1,15,49,2
전북,정읍시,04월,72,0,30,94,0
전북,정읍시,05월,61,1,27,57,0
전북,정읍시,06월,53,0,19,63,0
전북,정읍시,07월,44,5,19,45,0
전북,정읍시,08월,44,2,15,55,0
전북,정읍시,09월,43,1,9,49,1
전북,정읍시,10월,65,1,26,75,1
전북,정읍시,11월,59,3,26,57,0
전북,정읍시,12월,39,4,16,30,1
전북,남원시,01월,13,0,6,16,0
전북,남원시,02월,16,0,5,12,0
전북,남원시,03월,21,1,14,14,0
전북,남원시,04월,29,0,12,23,0
전북,남원시,05월,32,3,20,27,0
전북,남원시,06월,21,0,9,13,1
전북,남원시,07월,34,0,19,35,0
전북,남원시,08월,32,0,19,35,0
전북,남원시,09월,25,0,16,21,0
전북,남원시,10월,26,2,14,15,0
전북,남원시,11월,33,1,20,25,0
전북,남원시,12월,29,1,16,33,0
전북,김제시,01월,28,3,14,28,0
전북,김제시,02월,23,2,11,29,0
전북,김제시,03월,45,1,11,60,0
전북,김제시,04월,44,1,17,73,0
전북,김제시,05월,47,3,13,62,0
전북,김제시,06월,29,0,22,29,4
전북,김제시,07월,49,0,14,63,0
전북,김제시,08월,49,4,21,66,2
전북,김제시,09월,34,1,11,66,0
전북,김제시,10월,52,3,17,78,4
전북,김제시,11월,43,4,17,66,2
전북,김제시,12월,38,1,15,58,1
전북,완주군,01월,10,2,4,8,1
전북,완주군,02월,20,2,8,23,0
전북,완주군,03월,24,0,9,32,0
전북,완주군,04월,21,1,10,19,1
전북,완주군,05월,20,1,6,22,2
전북,완주군,06월,28,4,7,31,0
전북,완주군,07월,24,0,12,15,2
전북,완주군,08월,30,0,20,39,0
전북,완주군,09월,24,2,9,20,0
전북,완주군,10월,21,2,9,23,1
전북,완주군,11월,29,3,12,36,0
전북,완주군,12월,27,0,13,28,0
전북,진안군,01월,6,0,10,10,0
전북,진안군,02월,1,0,1,0,0
전북,진안군,03월,7,1,5,17,0
전북,진안군,04월,6,1,4,2,0
전북,진안군,05월,6,1,1,8,0
전북,진안군,06월,8,1,2,8,1
전북,진안군,07월,3,0,1,3,0
전북,진안군,08월,10,1,11,7,2
전북,진안군,09월,7,0,5,3,0
전북,진안군,10월,8,2,6,6,0
전북,진안군,11월,7,0,7,3,0
전북,진안군,12월,8,0,4,9,1
전북,무주군,01월,13,0,10,13,0
전북,무주군,02월,11,0,12,36,2
전북,무주군,03월,3,1,0,3,0
전북,무주군,04월,11,2,6,9,0
전북,무주군,05월,7,1,7,3,0
전북,무주군,06월,9,2,7,4,1
전북,무주군,07월,12,1,5,12,0
전북,무주군,08월,15,1,9,14,1
전북,무주군,09월,14,0,10,16,0
전북,무주군,10월,16,1,11,8,0
전북,무주군,11월,7,0,5,4,0
전북,무주군,12월,7,0,7,5,0
전북,장수군,01월,2,0,1,1,0
전북,장수군,02월,2,2,0,0,0
전북,장수군,03월,6,1,5,2,0
전북,장수군,04월,5,1,1,3,0
전북,장수군,05월,4,1,2,2,0
전북,장수군,06월,4,0,3,2,0
전북,장수군,07월,4,1,1,2,0
전북,장수군,08월,7,1,5,8,0
전북,장수군,09월,6,2,4,3,0
전북,장수군,10월,12,0,6,10,0
전북,장수군,11월,8,1,6,7,0
전북,장수군,12월,5,1,3,1,0
전북,임실군,01월,10,0,6,12,0
전북,임실군,02월,12,3,6,10,4
전북,임실군,03월,3,0,1,3,0
전북,임실군,04월,6,0,3,12,0
전북,임실군,05월,5,0,1,7,0
전북,임실군,06월,11,1,10,5,0
전북,임실군,07월,8,1,2,11,0
전북,임실군,08월,12,0,2,20,1
전북,임실군,09월,12,0,4,14,0
전북,임실군,10월,9,2,3,5,0
전북,임실군,11월,10,0,6,8,0
전북,임실군,12월,17,0,12,13,0
전북,순창군,01월,7,1,4,4,0
전북,순창군,02월,11,1,2,9,1
전북,순창군,03월,6,0,1,6,2
전북,순창군,04월,10,0,5,5,1
전북,순창군,05월,12,0,4,10,3
전북,순창군,06월,12,1,4,13,1
전북,순창군,07월,8,1,1,8,0
전북,순창군,08월,14,2,10,6,4
전북,순창군,09월,9,1,1,7,1
전북,순창군,10월,7,0,5,1,2
전북,순창군,11월,9,2,1,7,0
전북,순창군,12월,5,0,3,1,1
전북,고창군,01월,7,0,3,7,0
전북,고창군,02월,16,0,11,23,0
전북,고창군,03월,9,0,2,14,0
전북,고창군,04월,14,0,10,14,0
전북,고창군,05월,18,0,12,22,0
전북,고창군,06월,21,2,11,16,0
전북,고창군,07월,8,0,2,7,0
전북,고창군,08월,6,1,2,6,0
전북,고창군,09월,22,3,4,31,0
전북,고창군,10월,25,5,11,28,0
전북,고창군,11월,15,1,11,16,2
전북,고창군,12월,12,3,9,8,0
전북,부안군,01월,15,0,8,18,0
전북,부안군,02월,11,0,5,15,0
전북,부안군,03월,16,3,7,17,0
전북,부안군,04월,26,1,12,27,1
전북,부안군,05월,32,4,20,22,0
전북,부안군,06월,41,2,21,78,0
전북,부안군,07월,24,2,8,24,0
전북,부안군,08월,23,0,10,35,0
전북,부안군,09월,28,0,15,54,0
전북,부안군,10월,37,4,26,30,0
전북,부안군,11월,30,2,12,31,0
전북,부안군,12월,15,0,8,11,1
전북,익산시,01월,96,3,24,118,0
전북,익산시,02월,82,3,33,87,1
전북,익산시,03월,102,5,26,114,0
전북,익산시,04월,110,4,35,122,2
전북,익산시,05월,144,3,37,190,4
전북,익산시,06월,117,2,33,136,5
전북,익산시,07월,127,3,37,132,6
전북,익산시,08월,135,3,40,167,5
전북,익산시,09월,118,2,33,140,0
전북,익산시,10월,111,3,33,106,1
전북,익산시,11월,122,1,30,139,4
전북,익산시,12월,132,2,37,128,2
전남,목포시,01월,142,0,27,197,4
전남,목포시,02월,110,3,27,158,4
전남,목포시,03월,136,2,32,192,6
전남,목포시,04월,139,0,38,226,2
전남,목포시,05월,165,1,39,252,4
전남,목포시,06월,141,1,20,212,8
전남,목포시,07월,148,0,27,223,1
전남,목포시,08월,169,0,36,246,4
전남,목포시,09월,171,0,33,254,4
전남,목포시,10월,179,0,42,258,9
전남,목포시,11월,178,1,38,248,3
전남,목포시,12월,140,5,28,217,8
전남,여수시,01월,111,1,27,139,5
전남,여수시,02월,99,0,25,120,7
전남,여수시,03월,117,3,34,131,3
전남,여수시,04월,128,0,30,177,6
전남,여수시,05월,129,3,46,155,5
전남,여수시,06월,143,2,37,181,6
전남,여수시,07월,136,0,31,152,9
전남,여수시,08월,138,4,31,192,6
전남,여수시,09월,108,5,27,138,2
전남,여수시,10월,151,5,36,171,5
전남,여수시,11월,163,1,48,219,2
전남,여수시,12월,144,3,38,155,12
전남,순천시,01월,110,2,32,126,2
전남,순천시,02월,101,1,23,135,5
전남,순천시,03월,112,1,42,116,4
전남,순천시,04월,108,1,31,155,4
전남,순천시,05월,140,2,39,170,4
전남,순천시,06월,119,4,44,143,6
전남,순천시,07월,117,0,31,147,14
전남,순천시,08월,125,7,28,171,5
전남,순천시,09월,117,2,35,140,10
전남,순천시,10월,148,2,35,181,18
전남,순천시,11월,145,2,39,187,5
전남,순천시,12월,120,4,36,178,3
전남,나주시,01월,59,3,14,89,3
전남,나주시,02월,36,0,16,62,2
전남,나주시,03월,51,2,10,75,0
전남,나주시,04월,55,2,21,76,0
전남,나주시,05월,67,3,16,98,4
전남,나주시,06월,47,1,14,66,1
전남,나주시,07월,61,3,19,76,4
전남,나주시,08월,63,3,14,79,2
전남,나주시,09월,54,2,20,87,8
전남,나주시,10월,53,2,19,58,3
전남,나주시,11월,48,1,12,63,0
전남,나주시,12월,52,3,11,77,1
전남,광양시,01월,58,1,18,67,3
전남,광양시,02월,49,1,13,62,8
전남,광양시,03월,50,1,10,60,4
전남,광양시,04월,64,2,21,80,1
전남,광양시,05월,77,2,25,90,4
전남,광양시,06월,41,2,12,44,2
전남,광양시,07월,64,2,21,72,5
전남,광양시,08월,65,0,24,87,2
전남,광양시,09월,73,2,32,63,6
전남,광양시,10월,62,3,24,58,1
전남,광양시,11월,71,1,17,100,4
전남,광양시,12월,65,0,19,79,4
전남,담양군,01월,21,0,7,25,3
전남,담양군,02월,19,0,10,23,0
전남,담양군,03월,24,1,11,33,0
전남,담양군,04월,23,0,7,32,1
전남,담양군,05월,34,2,18,44,3
전남,담양군,06월,37,3,13,45,0
전남,담양군,07월,21,0,5,37,1
전남,담양군,08월,27,2,11,36,0
전남,담양군,09월,21,0,8,33,2
전남,담양군,10월,29,0,6,50,1
전남,담양군,11월,32,4,13,46,4
