시도,시군구,월,사고건수,사망자수,중상자수,경상자수,부상신고자수
경남,양산시,06월,103,0,51,83,16
경남,양산시,07월,105,1,39,111,23
경남,양산시,08월,91,0,31,89,14
경남,양산시,09월,139,5,53,119,11
경남,양산시,10월,112,6,43,96,8
경남,양산시,11월,97,1,37,86,14
경남,양산시,12월,92,4,47,82,8
경남,고성군,01월,16,2,7,10,1
경남,고성군,02월,15,1,4,17,0
경남,고성군,03월,17,0,7,18,0
경남,고성군,04월,16,0,13,12,1
경남,고성군,05월,27,0,16,18,0
경남,고성군,06월,17,1,6,13,2
경남,고성군,07월,21,0,13,23,0
경남,고성군,08월,24,0,11,22,2
경남,고성군,09월,29,1,18,24,1
경남,고성군,10월,30,3,13,26,4
경남,고성군,11월,30,2,15,30,5
경남,고성군,12월,24,0,13,18,0
경남,사천시,01월,46,1,24,41,3
경남,사천시,02월,43,2,22,42,4
경남,사천시,03월,56,0,29,47,4
경남,사천시,04월,63,3,29,63,9
경남,사천시,05월,58,0,28,57,7
경남,사천시,06월,55,1,28,45,9
경남,사천시,07월,59,1,29,61,14
경남,사천시,08월,70,0,32,68,19
경남,사천시,09월,60,0,22,61,7
경남,사천시,10월,49,0,27,36,12
경남,사천시,11월,62,0,25,60,6
경남,사천시,12월,47,3,16,53,2
경남,남해군,01월,7,0,5,3,1
경남,남해군,02월,11,0,11,4,0
경남,남해군,03월,16,3,11,20,5
경남,남해군,04월,14,3,10,5,5
경남,남해군,05월,16,0,5,9,3
경남,남해군,06월,16,0,13,11,4
경남,남해군,07월,17,0,8,14,7
경남,남해군,08월,20,1,15,20,5
경남,남해군,09월,16,0,9,11,3
경남,남해군,10월,14,0,11,4,7
경남,남해군,11월,30,1,21,11,5
경남,남해군,12월,15,0,11,8,2
경남,하동군,01월,6,0,4,6,0
경남,하동군,02월,8,1,8,2,0
경남,하동군,03월,20,2,11,18,2
경남,하동군,04월,13,2,7,6,2
경남,하동군,05월,15,1,9,6,2
경남,하동군,06월,12,0,7,11,1
경남,하동군,07월,9,1,3,8,0
경남,하동군,08월,20,1,10,13,3
경남,하동군,09월,10,2,5,9,3
경남,하동군,10월,12,0,10,13,0
경남,하동군,11월,10,0,10,3,2
경남,하동군,12월,8,1,7,4,0
경남,산청군,01월,8,0,6,9,3
경남,산청군,02월,16,0,14,11,1
경남,산청군,03월,6,0,5,1,0
경남,산청군,04월,12,0,11,9,2
경남,산청군,05월,21,0,17,21,4
경남,산청군,06월,10,0,7,12,0
경남,산청군,07월,15,0,9,8,3
경남,산청군,08월,26,2,25,19,5
경남,산청군,09월,16,0,11,16,4
경남,산청군,10월,17,0,9,14,3
경남,산청군,11월,16,0,6,16,3
경남,산청군,12월,10,0,2,10,1
경남,함양군,01월,12,1,11,19,2
경남,함양군,02월,10,2,3,8,1
경남,함양군,03월,14,0,13,7,0
경남,함양군,04월,16,0,12,8,1
경남,함양군,05월,24,3,13,17,6
경남,함양군,06월,13,0,9,6,2
경남,함양군,07월,14,0,10,10,3
경남,함양군,08월,23,0,15,15,1
경남,함양군,09월,25,1,8,24,9
경남,함양군,10월,22,0,9,17,4
경남,함양군,11월,17,0,7,8,7
경남,함양군,12월,11,0,4,5,6
경남,거창군,01월,15,0,8,11,0
경남,거창군,02월,13,1,8,8,1
경남,거창군,03월,19,1,11,11,3
경남,거창군,04월,22,1,13,15,2
경남,거창군,05월,23,2,9,21,1
경남,거창군,06월,19,0,11,17,2
경남,거창군,07월,25,2,13,16,1
경남,거창군,08월,24,0,5,24,3
경남,거창군,09월,28,0,11,25,1
경남,거창군,10월,21,4,10,10,1
경남,거창군,11월,17,1,8,17,0
경남,거창군,12월,24,3,12,8,3
경남,합천군,01월,11,1,10,2,0
경남,합천군,02월,14,0,13,12,0
경남,합천군,03월,14,2,9,11,0
경남,합천군,04월,14,1,13,10,0
경남,합천군,05월,19,1,18,11,0
경남,합천군,06월,21,1,16,15,2
경남,합천군,07월,7,0,2,8,0
경남,합천군,08월,13,0,7,6,0
경남,합천군,09월,9,0,4,5,0
경남,합천군,10월,20,0,11,9,2
경남,합천군,11월,24,2,14,15,0
경남,합천군,12월,18,2,5,12,0
경남,창원시(통합),01월,225,2,103,181,10
경남,창원시(통합),02월,195,3,93,164,14
경남,창원시(통합),03월,296,2,110,293,16
경남,창원시(통합),04월,286,4,116,280,12
경남,창원시(통합),05월,282,6,90,285,18
경남,창원시(통합),06월,255,7,93,243,10
경남,창원시(통합),07월,259,5,122,198,14
경남,창원시(통합),08월,279,7,142,301,28
경남,창원시(통합),09월,287,7,99,278,15
경남,창원시(통합),10월,275,4,107,258,13
경남,창원시(통합),11월,308,8,126,277,15
경남,창원시(통합),12월,298,7,126,255,19
제주,제주시,01월,238,2,63,248,50
제주,제주시,02월,231,4,54,261,35
제주,제주시,03월,288,6,80,297,41
제주,제주시,04월,277,7,65,313,44
제주,제주시,05월,275,2,85,294,55
제주,제주시,06월,221,5,68,222,31
제주,제주시,07월,287,0,63,283,66
제주,제주시,08월,281,2,61,322,66
제주,제주시,09월,239,4,70,268,49
제주,제주시,10월,279,2,66,313,49
제주,제주시,11월,269,5,77,276,60
제주,제주시,12월,254,1,63,273,35
제주,서귀포시,01월,107,5,44,109,34
제주,서귀포시,02월,77,0,33,80,11
제주,서귀포시,03월,89,3,39,77,15
제주,서귀포시,04월,95,2,47,84,16
제주,서귀포시,05월,120,2,62,104,21
제주,서귀포시,06월,106,1,46,91,26
제주,서귀포시,07월,88,2,36,81,16
제주,서귀포시,08월,124,3,34,152,22
제주,서귀포시,09월,113,2,41,143,12
제주,서귀포시,10월,126,3,58,117,23
제주,서귀포시,11월,112,2,39,118,13
제주,서귀포시,12월,116,1,40,149,19
대구,중구,01월,70,0,21,59,16
대구,중구,02월,66,1,19,67,15
대구,중구,03월,69,2,20,74,9
대구,중구,04월,65,1,24,57,9
대구,중구,05월,78,0,26,79,18
대구,중구,06월,68,2,9,62,22
대구,중구,07월,76,0,14,90,13
대구,중구,08월,79,0,16,92,36
대구,중구,09월,77,3,17,71,37
대구,중구,10월,78,0,19,77,26
대구,중구,11월,78,1,26,69,22
대구,중구,12월,65,1,12,61,21
대구,동구,01월,112,1,25,117,14
대구,동구,02월,141,1,36,173,14
대구,동구,03월,148,1,46,172,11
대구,동구,04월,183,3,56,201,35
대구,동구,05월,150,3,41,159,11
대구,동구,06월,170,1,52,181,29
대구,동구,07월,150,2,37,159,22
대구,동구,08월,183,2,50,197,20
대구,동구,09월,167,3,60,168,21
대구,동구,10월,203,0,59,243,19
대구,동구,11월,185,2,57,220,22
대구,동구,12월,162,0,46,175,27
대구,서구,01월,104,1,35,94,13
대구,서구,02월,96,2,31,106,8
대구,서구,03월,120,0,46,119,13
대구,서구,04월,106,1,34,105,16
대구,서구,05월,126,0,38,134,27
대구,서구,06월,106,0,37,118,10
대구,서구,07월,99,0,32,106,8
대구,서구,08월,93,1,28,99,12
대구,서구,09월,104,0,41,88,20
대구,서구,10월,124,1,37,106,18
대구,서구,11월,110,0,26,128,19
대구,서구,12월,129,2,33,141,32
대구,남구,01월,64,0,20,71,5
대구,남구,02월,64,1,20,62,7
대구,남구,03월,67,0,15,77,6
대구,남구,04월,63,0,22,57,16
대구,남구,05월,80,1,23,72,10
대구,남구,06월,61,0,13,60,6
대구,남구,07월,75,0,15,81,10
대구,남구,08월,76,0,23,85,7
대구,남구,09월,96,0,34,106,10
대구,남구,10월,107,0,34,112,13
대구,남구,11월,93,2,32,91,9
대구,남구,12월,56,0,11,75,8
대구,북구,01월,212,2,63,201,31
대구,북구,02월,155,3,45,175,12
대구,북구,03월,219,2,73,216,28
대구,북구,04월,224,2,68,239,26
대구,북구,05월,188,2,67,177,32
대구,북구,06월,207,1,66,231,26
대구,북구,07월,186,1,68,187,19
대구,북구,08월,186,1,67,201,23
대구,북구,09월,202,3,71,215,21
대구,북구,10월,214,1,64,214,28
대구,북구,11월,207,2,63,207,31
대구,북구,12월,213,2,57,207,25
대구,수성구,01월,166,1,43,154,29
대구,수성구,02월,151,1,34,174,22
대구,수성구,03월,200,0,70,183,28
대구,수성구,04월,205,1,57,247,21
대구,수성구,05월,216,1,52,247,29
대구,수성구,06월,206,1,65,238,16
대구,수성구,07월,206,1,58,234,24
대구,수성구,08월,203,1,50,223,24
대구,수성구,09월,200,0,48,219,32
대구,수성구,10월,239,0,59,258,20
대구,수성구,11월,240,1,74,295,33
대구,수성구,12월,204,1,50,232,21
대구,달서구,01월,242,1,64,265,21
대구,달서구,02월,239,0,63,271,28
대구,달서구,03월,297,1,79,325,29
대구,달서구,04월,320,1,81,328,35
대구,달서구,05월,340,1,89,372,35
대구,달서구,06월,321,2,80,355,38
대구,달서구,07월,305,3,70,343,37
대구,달서구,08월,288,1,75,312,34
대구,달서구,09월,301,1,75,333,43
대구,달서구,10월,321,3,84,332,53
대구,달서구,11월,353,1,86,404,53
대구,달서구,12월,352,2,89,352,48
대구,달성군,01월,65,4,25,62,7
대구,달성군,02월,49,0,17,51,3
대구,달성군,03월,80,4,37,82,6
대구,달성군,04월,83,1,30,76,5
대구,달성군,05월,104,0,40,95,18
대구,달성군,06월,87,4,32,85,17
대구,달성군,07월,71,2,22,82,8
대구,달성군,08월,88,0,35,91,13
대구,달성군,09월,70,1,22,73,2
대구,달성군,10월,86,0,38,98,8
대구,달성군,11월,106,5,29,106,11
대구,달성군,12월,77,1,28,71,9
인천,중구,01월,48,3,31,74,3
인천,중구,02월,39,0,14,58,1
인천,중구,03월,40,1,11,50,3
인천,중구,04월,53,1,20,62,4
인천,중구,05월,64,0,21,69,3
인천,중구,06월,42,0,14,55,6
인천,중구,07월,59,1,12,82,3
인천,중구,08월,53,0,14,63,10
인천,중구,09월,47,0,16,46,2
인천,중구,10월,68,0,16,86,8
인천,중구,11월,63,0,28,82,2
인천,중구,12월,55,0,23,66,4
인천,동구,01월,20,0,8,18,0
인천,동구,02월,12,0,5,8,1
인천,동구,03월,9,0,1,16,0
인천,동구,04월,9,1,1,10,2
인천,동구,05월,12,1,6,11,1
인천,동구,06월,16,0,2,25,1
인천,동구,07월,14,1,3,13,0
인천,동구,08월,9,0,3,7,0
인천,동구,09월,14,0,2,16,0
인천,동구,10월,20,0,5,24,0
인천,동구,11월,8,0,4,5,1
인천,동구,12월,11,0,4,12,0
인천,미추홀구,01월,94,2,21,92,10
인천,미추홀구,02월,94,1,25,95,12
인천,미추홀구,03월,94,1,17,97,18
인천,미추홀구,04월,95,1,30,95,5
인천,미추홀구,05월,111,1,37,97,12
인천,미추홀구,06월,84,1,19,90,12
인천,미추홀구,07월,104,0,29,104,12
인천,미추홀구,08월,113,4,27,103,19
인천,미추홀구,09월,103,2,28,88,14
인천,미추홀구,10월,110,3,25,100,13
인천,미추홀구,11월,112,0,27,110,11
인천,미추홀구,12월,115,1,28,96,23
인천,부평구,01월,87,2,27,90,4
인천,부평구,02월,74,0,17,82,0
인천,부평구,03월,104,2,29,126,2
인천,부평구,04월,116,3,36,117,3
인천,부평구,05월,99,2,20,105,5
인천,부평구,06월,93,0,20,93,2
인천,부평구,07월,122,3,26,123,4
인천,부평구,08월,124,2,35,115,7
인천,부평구,09월,108,0,23,126,4
인천,부평구,10월,106,0,25,133,5
인천,부평구,11월,125,1,31,116,2
인천,부평구,12월,120,1,37,110,9
인천,남동구,01월,128,4,42,117,12
인천,남동구,02월,133,1,46,165,10
인천,남동구,03월,151,1,40,182,5
인천,남동구,04월,185,1,51,193,9
인천,남동구,05월,173,0,45,191,6
인천,남동구,06월,163,2,38,174,12
인천,남동구,07월,167,1,45,187,9
인천,남동구,08월,169,2,46,198,7
인천,남동구,09월,167,6,35,168,18
인천,남동구,10월,167,4,43,165,13
인천,남동구,11월,182,0,47,212,8
인천,남동구,12월,152,1,32,166,10
인천,서구,01월,98,1,31,88,2
인천,서구,02월,83,0,20,107,2
인천,서구,03월,120,1,35,107,7
인천,서구,04월,137,3,48,136,7
인천,서구,05월,157,3,56,159,5
인천,서구,06월,133,2,46,124,3
인천,서구,07월,153,2,44,191,3
인천,서구,08월,140,1,49,169,6
인천,서구,09월,128,2,32,144,9
인천,서구,10월,190,2,49,214,5
인천,서구,11월,166,3,41,198,4
인천,서구,12월,183,0,42,217,6
인천,연수구,01월,40,1,11,43,3
인천,연수구,02월,33,1,6,37,0
인천,연수구,03월,46,0,12,66,1
인천,연수구,04월,61,1,21,63,1
인천,연수구,05월,63,4,15,75,3
인천,연수구,06월,55,0,14,64,5
인천,연수구,07월,50,0,12,53,2
인천,연수구,08월,52,0,16,51,5
인천,연수구,09월,76,1,22,77,5
인천,연수구,10월,59,1,21,65,1
인천,연수구,11월,73,0,18,83,2
인천,연수구,12월,62,1,19,61,2
인천,계양구,01월,61,1,15,62,3
인천,계양구,02월,55,0,11,68,0
인천,계양구,03월,64,0,21,66,7
인천,계양구,04월,64,0,20,63,2
인천,계양구,05월,84,2,26,76,6
인천,계양구,06월,79,2,18,79,10
인천,계양구,07월,73,2,23,73,6
인천,계양구,08월,62,0,11,70,1
인천,계양구,09월,70,1,17,72,0
인천,계양구,10월,80,1,21,90,5
인천,계양구,11월,104,1,30,102,2
인천,계양구,12월,83,0,27,84,3
인천,강화군,01월,14,1,6,19,0
인천,강화군,02월,7,0,6,3,0
인천,강화군,03월,23,0,12,25,0
인천,강화군,04월,12,1,6,13,0
인천,강화군,05월,16,1,2,28,0
인천,강화군,06월,16,2,10,10,0
인천,강화군,07월,11,2,3,8,0
인천,강화군,08월,18,0,7,18,0
인천,강화군,09월,21,0,10,20,0
인천,강화군,10월,25,0,8,23,1
인천,강화군,11월,21,0,5,19,0
인천,강화군,12월,16,3,6,9,1
인천,옹진군,01월,1,0,1,0,0
인천,옹진군,02월,2,0,0,1,1
인천,옹진군,03월,4,1,0,4,1
인천,옹진군,04월,6,1,5,2,0
인천,옹진군,05월,3,0,5,2,0
인천,옹진군,07월,6,0,3,5,1
인천,옹진군,08월,3,0,3,3,2
인천,옹진군,09월,2,0,1,0,1
인천,옹진군,10월,4,1,2,11,0
인천,옹진군,12월,1,0,0,1,0
광주,동구,01월,44,0,8,55,1
광주,동구,02월,43,2,8,57,3
광주,동구,03월,46,0,8,52,4
광주,동구,04월,51,0,12,65,0
광주,동구,05월,46,0,7,59,4
광주,동구,06월,49,0,12,67,1
광주,동구,07월,56,1,14,64,4
광주,동구,08월,43,0,14,62,3
광주,동구,09월,54,2,10,63,5
광주,동구,10월,52,0,12,65,3
광주,동구,11월,62,0,19,83,0
광주,동구,12월,58,1,13,73,3
광주,서구,01월,157,0,25,216,10
광주,서구,02월,134,0,18,200,8
광주,서구,03월,137,0,22,189,9
광주,서구,04월,169,0,29,241,10
광주,서구,05월,196,0,28,292,18
광주,서구,06월,160,1,21,237,11
광주,서구,07월,176,1,23,252,15
광주,서구,08월,170,1,21,243,15
광주,서구,09월,188,0,26,258,9
광주,서구,10월,188,2,32,246,6
광주,서구,11월,229,2,29,329,16
광주,서구,12월,202,0,32,297,8
광주,북구,01월,186,1,35,256,10
광주,북구,02월,154,1,33,201,8
광주,북구,03월,199,1,38,260,19
광주,북구,04월,209,1,23,287,10
광주,북구,05월,187,0,34,254,11
광주,북구,06월,186,1,38,230,8
광주,북구,07월,176,2,34,241,17
광주,북구,08월,229,3,40,309,15
광주,북구,09월,220,1,54,254,20
광주,북구,10월,221,1,41,267,18
광주,북구,11월,233,2,37,330,13
광주,북구,12월,230,1,41,301,14
광주,광산구,01월,146,1,27,191,7
광주,광산구,02월,127,1,23,194,6
광주,광산구,03월,177,1,34,254,13
광주,광산구,04월,167,0,34,225,11
광주,광산구,05월,201,3,40,298,14
광주,광산구,06월,183,2,47,241,16
광주,광산구,07월,184,1,36,252,14
광주,광산구,08월,176,3,27,235,14
광주,광산구,09월,200,0,26,308,14
광주,광산구,10월,190,1,35,247,18
광주,광산구,11월,184,2,31,258,15
광주,광산구,12월,194,0,32,270,24
광주,남구,01월,48,0,13,53,3
광주,남구,02월,53,0,11,85,3
광주,남구,03월,74,1,11,90,2
광주,남구,04월,96,0,19,117,4
광주,남구,05월,94,0,20,126,4
광주,남구,06월,74,3,10,81,4
광주,남구,07월,66,0,5,101,5
광주,남구,08월,72,1,11,86,5
광주,남구,09월,81,0,11,119,1
광주,남구,10월,75,0,14,116,2
광주,남구,11월,89,0,23,97,9
광주,남구,12월,78,1,15,90,4
대전,동구,01월,111,1,28,126,5
대전,동구,02월,92,2,19,116,0
대전,동구,03월,110,1,22,132,2
대전,동구,04월,116,0,28,129,9
대전,동구,05월,150,1,29,198,7
대전,동구,06월,113,0,33,125,8
대전,동구,07월,126,2,33,167,3
대전,동구,08월,112,0,30,138,1
대전,동구,09월,105,1,24,130,0
대전,동구,10월,151,1,30,204,9
대전,동구,11월,126,2,27,158,3
대전,동구,12월,118,3,29,159,1
대전,중구,01월,92,1,34,97,3
대전,중구,02월,100,1,34,110,6
대전,중구,03월,106,2,35,114,6
대전,중구,04월,101,1,28,116,9
대전,중구,05월,135,2,48,143,13
대전,중구,06월,115,1,20,129,11
대전,중구,07월,117,3,20,154,6
대전,중구,08월,120,1,30,138,10
대전,중구,09월,108,0,19,146,7
대전,중구,10월,140,0,40,176,3
대전,중구,11월,114,0,42,105,3
대전,중구,12월,100,0,27,126,14
대전,서구,01월,183,2,58,248,10
대전,서구,02월,213,1,42,267,14
대전,서구,03월,214,0,45,288,19
대전,서구,04월,228,2,57,283,17
대전,서구,05월,252,5,51,279,19
대전,서구,06월,250,1,64,290,19
대전,서구,07월,231,1,39,287,14
대전,서구,08월,233,1,54,288,19
대전,서구,09월,209,3,35,290,23
대전,서구,10월,212,1,59,250,16
대전,서구,11월,243,5,49,297,9
대전,서구,12월,209,1,46,242,9
대전,유성구,01월,152,0,36,165,20
대전,유성구,02월,118,2,20,157,4
대전,유성구,03월,177,1,35,206,16
대전,유성구,04월,168,1,34,193,17
대전,유성구,05월,169,1,40,213,14
대전,유성구,06월,155,0,35,213,16
대전,유성구,07월,156,2,32,177,14
대전,유성구,08월,193,3,40,261,21
대전,유성구,09월,173,3,52,193,17
대전,유성구,10월,202,1,48,237,25
대전,유성구,11월,175,0,48,240,33
대전,유성구,12월,189,0,44,230,15
대전,대덕구,01월,66,2,16,68,3
대전,대덕구,02월,67,0,12,83,3
대전,대덕구,03월,63,0,11,74,1
대전,대덕구,04월,84,1,26,76,7
대전,대덕구,05월,110,1,18,140,4
대전,대덕구,06월,51,1,13,57,4
대전,대덕구,07월,76,2,18,88,2
대전,대덕구,08월,73,2,30,75,3
대전,대덕구,09월,63,0,12,78,2
대전,대덕구,10월,72,2,18,86,5
대전,대덕구,11월,60,2,18,59,5
대전,대덕구,12월,70,1,19,69,5
울산,중구,01월,38,0,16,36,7
울산,중구,02월,51,0,21,59,12
울산,중구,03월,44,1,17,34,5
울산,중구,04월,56,1,25,48,8
울산,중구,05월,67,0,15,71,12
울산,중구,06월,71,0,30,66,3
울산,중구,07월,70,0,18,73,6
울산,중구,08월,66,1,27,70,10
울산,중구,09월,71,0,17,84,11
울산,중구,10월,71,1,22,61,7
울산,중구,11월,72,0,19,70,15
울산,중구,12월,60,1,25,50,6
울산,남구,01월,87,0,40,81,3
울산,남구,02월,82,0,27,71,12
울산,남구,03월,114,0,42,98,5
울산,남구,04월,117,1,51,105,11
울산,남구,05월,123,1,44,117,13
울산,남구,06월,99,1,29,108,7
울산,남구,07월,133,1,39,161,6
울산,남구,08월,121,1,41,114,15
울산,남구,09월,116,1,38,116,11
울산,남구,10월,133,0,48,106,23
울산,남구,11월,137,2,42,117,20
울산,남구,12월,121,1,50,105,9
울산,동구,01월,45,0,20,31,0
울산,동구,02월,46,0,16,41,0
울산,동구,03월,44,0,13,42,0
울산,동구,04월,45,0,15,49,0
울산,동구,05월,57,0,23,57,1
울산,동구,06월,50,0,16,46,0
울산,동구,07월,50,0,19,39,3
울산,동구,08월,54,0,18,54,2
울산,동구,09월,53,1,12,56,4
울산,동구,10월,59,0,22,51,1
울산,동구,11월,62,0,18,55,5
울산,동구,12월,63,0,19,67,2
울산,북구,01월,52,0,13,49,7
울산,북구,02월,46,2,19,46,3
울산,북구,03월,57,0,29,47,9
울산,북구,04월,72,2,31,58,7
울산,북구,05월,57,1,18,55,9
울산,북구,06월,61,0,30,79,14
울산,북구,07월,48,0,29,48,7
울산,북구,08월,58,1,29,60,6
울산,북구,09월,48,1,8,49,6
울산,북구,10월,70,4,22,57,13
울산,북구,11월,62,0,29,76,9
울산,북구,12월,62,2,25,107,7
울산,울주군,01월,65,3,28,68,2
울산,울주군,02월,48,1,20,38,7
울산,울주군,03월,77,5,35,71,7
울산,울주군,04월,65,3,37,67,9
울산,울주군,05월,104,1,33,103,16
울산,울주군,06월,85,4,29,84,14
울산,울주군,07월,75,1,28,79,11
울산,울주군,08월,76,0,23,74,12
울산,울주군,09월,76,0,29,74,10
울산,울주군,10월,84,3,36,81,13
울산,울주군,11월,74,1,25,71,8
울산,울주군,12월,77,5,27,89,15
세종,세종시,01월,66,0,16,72,2
세종,세종시,02월,67,0,16,76,2
세종,세종시,03월,83,2,29,75,2
세종,세종시,04월,77,1,30,81,4
세종,세종시,05월,75,2,28,68,3
세종,세종시,06월,83,3,32,65,4
세종,세종시,07월,76,1,30,88,4
세종,세종시,08월,79,1,38,76,1
세종,세종시,09월,76,1,44,71,0
세종,세종시,10월,90,1,50,79,1
세종,세종시,11월,82,3,34,71,2
세종,세종시,12월,68,0,35,71,1
